,fine,Moran's I,P-value,num_cell,month,sample,structure,celltype
884,InN-Olf,0.3518531209240764,0.0001127946771005,459,6M,HZ6M06,BF,InN
885,Olig-3,0.2755484934687607,2.0665883542905667e-09,767,6M,HZ6M06,BF,Olig
886,InN-Pvalb,0.2339653349402955,0.0001067287287598,298,6M,HZ6M06,BF,InN
887,Astro-2,0.231125032771468,5.960445227983559e-05,410,6M,HZ6M06,BF,Astro
888,SMC,0.2218274522830093,1.662224809087659e-05,594,6M,HZ6M06,BF,SMC
889,Micro-2,0.2198132970173277,1.319041074421416e-07,595,6M,HZ6M06,BF,Micro
890,Olig-5,0.1964546818515918,1.1609166661050296e-14,1519,6M,HZ6M06,BF,Olig
891,Peri,0.1823632394953514,9.209251259851461e-09,1289,6M,HZ6M06,BF,Peri
892,Astro-5,0.1570163468942933,2.806319895984794e-09,1481,6M,HZ6M06,BF,Astro
893,InN-Calb2,0.1219139581553361,2.7248396473221335e-23,3363,6M,HZ6M06,BF,InN
894,ExN-DEGLU-2,0.1087725323831336,0.0050208419141484,883,6M,HZ6M06,BF,ExN
895,MSN,0.9237451269147688,0.0004955933057813,64,6M,HZ6M06,ECT,MSN
896,Endo,0.9163690416327483,0.0033467347233075,51,6M,HZ6M06,ECT,Endo
897,Olig-3,0.7975136424849996,0.0004691915806934,59,6M,HZ6M06,ECT,Olig
898,Astro-1,0.5818185077011317,0.005566407980547,83,6M,HZ6M06,ECT,Astro
899,Peri,0.568500619509261,0.000259799911396,104,6M,HZ6M06,ECT,Peri
900,Astro-5,0.4847742670417211,8.806967180452904e-13,334,6M,HZ6M06,ECT,Astro
901,Astro-2,0.436413267401402,0.0009856775561887,112,6M,HZ6M06,ECT,Astro
902,SMC,0.3881528819238757,6.270671538522998e-05,129,6M,HZ6M06,ECT,SMC
903,ExN-Olf,0.2222107648533633,0.0036091177053254,221,6M,HZ6M06,ECT,ExN
904,Olig-1,-1.3783032478397272,0.041156431330694,12,6M,HZ6M06,ECT,Olig
905,InN-Vip,2.0156731060046424,0.030459512515355,21,6M,HZ6M06,HPF,InN
906,SMC,1.1255887239788205,8.573960221621218e-18,183,6M,HZ6M06,HPF,SMC
907,Olig-3,0.7439013812045445,2.405771357507772e-13,231,6M,HZ6M06,HPF,Olig
908,OPC-2,0.4361326123187946,0.0221732291401228,128,6M,HZ6M06,HPF,OPC
909,Astro-4,0.3523808464652923,0.0042968382851569,163,6M,HZ6M06,HPF,Astro
910,Peri,0.2050378215652183,1.728283961175351e-05,662,6M,HZ6M06,HPF,Peri
911,Micro-2,0.1399982337120998,0.0062274431159101,438,6M,HZ6M06,HPF,Micro
912,Olig-5,0.1150884939941057,0.0099851999460441,595,6M,HZ6M06,HPF,Olig
913,ExN-L5-ET,0.2461591429567657,0.0246059832768985,185,6M,HZ6M06,RS,ExN
914,InN-Sst,0.2448024220959302,0.0054115031397003,197,6M,HZ6M06,RS,InN
915,Micro-2,0.127918579870443,0.0001717111568997,550,6M,HZ6M06,RS,Micro
916,Astro-2,-0.1462943808887454,0.0445529130515528,243,6M,HZ6M06,RS,Astro
917,ExN-L5-ET,1.937345690600316,0.0351078275997543,18,6M,HZ6M06,TH,ExN
918,ExN-CA1,1.0142265568299929,0.0362713940656284,61,6M,HZ6M06,TH,ExN
919,Astro-3,0.3395811800885995,0.0253117318254803,205,6M,HZ6M06,TH,Astro
920,InN-Erbb4,0.3320652229230089,0.0127841523947985,255,6M,HZ6M06,TH,InN
921,InN-Sncg,0.3289443418553204,0.0062572609640974,274,6M,HZ6M06,TH,InN
922,InN-Calb2,0.289497075840902,4.991703251146694e-07,560,6M,HZ6M06,TH,InN
923,Endo,0.246180759567393,2.4886531244820337e-08,928,6M,HZ6M06,TH,Endo
924,ExN-DEGLU-2,0.2384352995397243,9.40847130958075e-22,1741,6M,HZ6M06,TH,ExN
925,Peri,0.2305376717509595,1.7465748801011392e-16,1565,6M,HZ6M06,TH,Peri
926,MSN,0.221282349203764,0.0261399021887286,420,6M,HZ6M06,TH,MSN
927,InN-Olf,0.2050556370460579,0.0064973056447313,643,6M,HZ6M06,TH,InN
928,Astro-2,0.1723074061714684,3.955171827824445e-07,933,6M,HZ6M06,TH,Astro
929,Astro-5,0.1621821252990082,6.719227682328423e-14,2314,6M,HZ6M06,TH,Astro
930,Olig-3,0.0911455141944271,0.0056877458392886,1496,6M,HZ6M06,TH,Olig
931,ExN-DEGLU-1,0.0896899125597074,8.944687736187667e-17,4657,6M,HZ6M06,TH,ExN
932,Micro-2,0.0756666918518807,3.8782674771543405e-05,1765,6M,HZ6M06,TH,Micro
933,ExN-DEGLU-2,0.5913258947192086,1.6649653582287895e-14,452,6M,HZ6MP101,BF,ExN
934,Astro-6,0.5264954821854072,2.2903781919946607e-28,524,6M,HZ6MP101,BF,Astro
935,OPC-2,0.4873394835463371,4.908122310655975e-08,348,6M,HZ6MP101,BF,OPC
936,InN-Calb2,0.3652169641270373,6.461877398549033e-249,4509,6M,HZ6MP101,BF,InN
937,Peri,0.3632503834180185,2.8435486913664587e-28,1386,6M,HZ6MP101,BF,Peri
938,Endo,0.297802399415257,0.0130304346727706,322,6M,HZ6MP101,BF,Endo
939,Astro-2,0.2931771961013869,8.070483764035482e-05,307,6M,HZ6MP101,BF,Astro
940,SMC,0.2790717020857332,2.076136749082861e-06,259,6M,HZ6MP101,BF,SMC
941,Astro-5,0.2745881127939494,1.0261019282334713e-29,1434,6M,HZ6MP101,BF,Astro
942,Olig-5,0.2415211623138386,1.745202133076481e-17,1364,6M,HZ6MP101,BF,Olig
943,Olig-2,0.2412070595568946,0.0012775269981345,589,6M,HZ6MP101,BF,Olig
944,Olig-3,0.2396338723865133,0.0299242335593787,354,6M,HZ6MP101,BF,Olig
945,ExN-DEGLU-1,0.2368784150747181,1.0108123475498335e-05,654,6M,HZ6MP101,BF,ExN
946,InN-Erbb4,0.2029437224210003,1.5477435697754177e-08,831,6M,HZ6MP101,BF,InN
947,InN-Sncg,0.1978965610013369,0.0155594545810511,285,6M,HZ6MP101,BF,InN
948,InN-Pvalb,0.1815482116408963,0.0073521300606828,325,6M,HZ6MP101,BF,InN
949,Micro-2,0.1695055982731656,0.0002055595814697,433,6M,HZ6MP101,BF,Micro
950,ExN-DEGLU-2,1.514721168692006,0.0069270208892383,43,6M,HZ6MP101,PFC,ExN
951,Olig-1,0.5987887470982965,3.223874528481621e-06,121,6M,HZ6MP101,PFC,Olig
952,Astro-2,0.3236664590127655,0.0002068379950477,215,6M,HZ6MP101,PFC,Astro
953,ExN-CA3,0.3153709984622436,2.522161736134218e-05,542,6M,HZ6MP101,PFC,ExN
954,Olig-5,0.311434025777794,5.447019250599117e-32,916,6M,HZ6MP101,PFC,Olig
955,Astro-5,0.2852343458670112,1.2315161892183064e-26,1067,6M,HZ6MP101,PFC,Astro
956,InN-Sncg,0.280541721326925,0.0006404217817526,363,6M,HZ6MP101,PFC,InN
957,InN-Sst,0.2745828850323944,2.827926705132026e-07,588,6M,HZ6MP101,PFC,InN
958,Micro-2,0.2671564408709329,3.982033423616566e-55,1450,6M,HZ6MP101,PFC,Micro
959,Olig-3,0.2512366159147386,0.0018848966405926,245,6M,HZ6MP101,PFC,Olig
960,Endo,0.2052775923365446,0.00081780609276,484,6M,HZ6MP101,PFC,Endo
961,Peri,0.1979387672468443,3.83211482402032e-05,612,6M,HZ6MP101,PFC,Peri
962,Astro-1,0.1798866811478189,0.0092292353772589,374,6M,HZ6MP101,PFC,Astro
963,SMC,0.166295235346857,0.0002791503018176,433,6M,HZ6MP101,PFC,SMC
964,InN-Pvalb,0.1615474562276187,4.422506677396775e-05,601,6M,HZ6MP101,PFC,InN
965,ExN-L6-IT,0.1446743987500182,0.0026344230775502,694,6M,HZ6MP101,PFC,ExN
966,ExN-L5-IT,0.1232615413154275,1.4562932378114206e-07,1467,6M,HZ6MP101,PFC,ExN
967,ExN-L5-ET,0.0691517111196589,0.0062034588790462,1359,6M,HZ6MP101,PFC,ExN
968,OPC-2,-1.6830326365502777,0.0154714650158791,11,6M,HZ6MP101,PFC,OPC
969,InN-Lamp5,1.9716392673487728,6.904941640630623e-05,86,6M,HZ6MP101,STR,InN
970,Micro-2,0.4744848500514154,2.1182893821282023e-128,1388,6M,HZ6MP101,STR,Micro
971,Astro-6,0.3784933302108131,2.1857144850187657e-10,379,6M,HZ6MP101,STR,Astro
972,Olig-1,0.3323280975964666,8.256854501290193e-05,299,6M,HZ6MP101,STR,Olig
973,InN-Erbb4,0.3197885875608761,0.0019235424317797,240,6M,HZ6MP101,STR,InN
974,Olig-5,0.2754719889888335,1.7954917981773855e-116,3875,6M,HZ6MP101,STR,Olig
975,Olig-2,0.2680984393043273,5.948597873262782e-14,1097,6M,HZ6MP101,STR,Olig
976,ExN-CA2,0.2614043924361355,0.0240278130550948,448,6M,HZ6MP101,STR,ExN
977,InN-Olf,0.2378618077102528,5.822749990848629e-46,2860,6M,HZ6MP101,STR,InN
978,Astro-5,0.1992937321240862,1.2634932927504975e-40,3307,6M,HZ6MP101,STR,Astro
979,Astro-2,0.1922090707577528,9.25923451795344e-05,624,6M,HZ6MP101,STR,Astro
980,ExN-L6b,0.1911677977287042,0.0176576483006824,596,6M,HZ6MP101,STR,ExN
981,Astro-1,0.1906053944333214,6.512861132621795e-05,892,6M,HZ6MP101,STR,Astro
982,ExN-DEGLU-1,0.1552769141094464,0.041514805337716,621,6M,HZ6MP101,STR,ExN
983,Peri,0.1084186261327634,7.530968192802137e-06,2341,6M,HZ6MP101,STR,Peri
984,MSN,0.0822918755556164,5.653662281266966e-56,14299,6M,HZ6MP101,STR,MSN
985,InN-Sst,0.0754957789456537,0.0360454854648212,682,6M,HZ6MP101,STR,InN
986,Endo,0.0731912143566473,0.0020569798977278,2479,6M,HZ6MP101,STR,Endo
987,InN-Calb2,0.0520295687456508,0.0240008763120915,1073,6M,HZ6MP101,STR,InN
988,Micro-1,-0.3846577454092057,0.0454499676927919,105,6M,HZ6MP101,STR,Micro
989,SMC,0.6140262011097392,5.396278852467108e-19,289,6M,HZ6MP102,BF,SMC
990,Micro-2,0.613850123356239,8.898423290873001e-61,372,6M,HZ6MP102,BF,Micro
991,Endo,0.4976202537388608,3.266371478094094e-11,336,6M,HZ6MP102,BF,Endo
992,InN-Sncg,0.4749034815323742,0.0002264714020036,152,6M,HZ6MP102,BF,InN
993,Olig-3,0.4420794809107786,2.7260295339531023e-05,214,6M,HZ6MP102,BF,Olig
994,Peri,0.4268912081065138,3.368851947890898e-70,1370,6M,HZ6MP102,BF,Peri
995,Astro-5,0.4208020928877984,6.937559062158818e-60,934,6M,HZ6MP102,BF,Astro
996,Olig-5,0.3942930076433646,1.2791386229720335e-49,928,6M,HZ6MP102,BF,Olig
997,InN-Olf,0.3811442524049797,0.024629750094909,152,6M,HZ6MP102,BF,InN
998,Micro-4,0.3424394088898937,0.0097874747132946,56,6M,HZ6MP102,BF,Micro
999,Astro-2,0.3062528819729458,1.653328964397473e-05,243,6M,HZ6MP102,BF,Astro
1000,Astro-1,0.259461439343949,0.0036082150495342,224,6M,HZ6MP102,BF,Astro
1001,Astro-6,0.2561595509358055,1.0652575639311627e-05,320,6M,HZ6MP102,BF,Astro
1002,OPC-2,0.2536200663733946,4.580226506916072e-06,513,6M,HZ6MP102,BF,OPC
1003,InN-Calb2,0.1629659065315897,8.255677011738463e-107,5623,6M,HZ6MP102,BF,InN
1004,ExN-DEGLU-2,0.1342220661876074,0.0150961753677304,465,6M,HZ6MP102,BF,ExN
1005,InN-Lamp5,0.5460179850490391,0.0293272512163584,20,6M,HZ6MP102,ECT,InN
1006,Micro-2,0.3041006914811939,1.942910401754674e-05,106,6M,HZ6MP102,ECT,Micro
1007,SMC,0.2852678402749976,5.139526355685306e-05,135,6M,HZ6MP102,ECT,SMC
1008,ExN-L5-ET,0.2209000742713237,0.0031789468530804,200,6M,HZ6MP102,ECT,ExN
1009,ExN-Olf,0.1260817320144241,0.0005545424993676,402,6M,HZ6MP102,ECT,ExN
1010,InN-Erbb4,0.4749251383881492,0.0154987581865564,42,6M,HZ6MP102,HPF,InN
1011,OPC-2,0.402142097077472,0.0013169129116149,76,6M,HZ6MP102,HPF,OPC
1012,Micro-2,0.2784679069005666,9.127643976775777e-15,381,6M,HZ6MP102,HPF,Micro
1013,ExN-CA3,0.1919387375787264,1.1858929713299008e-27,1101,6M,HZ6MP102,HPF,ExN
1014,ExN-CA2,0.1725984378082119,7.204370714290702e-05,556,6M,HZ6MP102,HPF,ExN
1015,SMC,0.1644766091585168,9.107175684541551e-06,413,6M,HZ6MP102,HPF,SMC
1016,Peri,0.1026485173061377,0.0381202413701519,468,6M,HZ6MP102,HPF,Peri
1017,Astro-5,0.0813312649050724,5.147929638492738e-06,1623,6M,HZ6MP102,HPF,Astro
1018,ExN-CA1,0.0388676892176991,0.0003795142382975,2462,6M,HZ6MP102,HPF,ExN
1019,ExN-DG,0.0279712323414876,0.0003066797620308,4117,6M,HZ6MP102,HPF,ExN
1020,ExN-CA3,0.5360480648084678,0.0057637651911076,60,6M,HZ6MP102,RS,ExN
1021,Olig-1,0.5060976552646637,1.0791808184175955e-09,148,6M,HZ6MP102,RS,Olig
1022,Olig-5,0.3987729434830874,1.2060132317269995e-49,787,6M,HZ6MP102,RS,Olig
1023,Micro-1,0.3928392670608882,0.0371971178940808,67,6M,HZ6MP102,RS,Micro
1024,Olig-3,0.1862430131791163,0.006810468528444,246,6M,HZ6MP102,RS,Olig
1025,InN-Pvalb,0.1472733539313002,4.077604934297308e-08,917,6M,HZ6MP102,RS,InN
1026,Peri,0.1424675564665801,0.0224605710083318,309,6M,HZ6MP102,RS,Peri
1027,ExN-L5-IT,0.1398923435454816,7.966512446604547e-06,688,6M,HZ6MP102,RS,ExN
1028,ExN-L6-IT,0.1360529110982264,0.0374032842355205,282,6M,HZ6MP102,RS,ExN
1029,Astro-1,0.1266401062936299,0.0499372741478109,264,6M,HZ6MP102,RS,Astro
1030,ExN-L5-ET,0.1252396842030304,0.0225676637478998,313,6M,HZ6MP102,RS,ExN
1031,Astro-5,0.1180618714111553,0.0014946797492145,527,6M,HZ6MP102,RS,Astro
1032,Micro-2,0.0770124581002771,0.0090199255802823,447,6M,HZ6MP102,RS,Micro
1033,Peri,0.5859099227031211,2.584147497759133e-123,1579,6M,HZ6MP102,TH,Peri
1034,Astro-6,0.5745800521876975,3.1449371392093144e-20,438,6M,HZ6MP102,TH,Astro
1035,Endo,0.5742428329901513,3.966572580898392e-45,919,6M,HZ6MP102,TH,Endo
1036,InN-Sncg,0.5269551634833795,6.390911440386879e-32,505,6M,HZ6MP102,TH,InN
1037,InN-Erbb4,0.5176918205233549,2.349574539251595e-13,343,6M,HZ6MP102,TH,InN
1038,ExN-DEGLU-2,0.5165788381624262,0.0,2611,6M,HZ6MP102,TH,ExN
1039,Micro-3,0.4560281453084159,1.143807801313145e-08,201,6M,HZ6MP102,TH,Micro
1040,OPC-2,0.4558681192965259,1.2577165175054326e-16,498,6M,HZ6MP102,TH,OPC
1041,Astro-5,0.4015063316104981,1.4255017943541652e-133,2381,6M,HZ6MP102,TH,Astro
1042,Olig-3,0.3804938373614761,5.062786452920939e-21,831,6M,HZ6MP102,TH,Olig
1043,Astro-2,0.3770201027471634,1.8885316289250312e-25,613,6M,HZ6MP102,TH,Astro
1044,InN-Calb2,0.3479437570818897,3.200515965300195e-23,564,6M,HZ6MP102,TH,InN
1045,Astro-1,0.330385418288046,6.011028960380061e-08,493,6M,HZ6MP102,TH,Astro
1046,Olig-2,0.3107349663799815,3.307069037477687e-25,1216,6M,HZ6MP102,TH,Olig
1047,Olig-5,0.2881371516260457,1.0973684390698619e-76,2309,6M,HZ6MP102,TH,Olig
1048,InN-Pvalb,0.2639183893340341,9.47156675739909e-16,628,6M,HZ6MP102,TH,InN
1049,SMC,0.2117577962156299,7.942787645596294e-06,294,6M,HZ6MP102,TH,SMC
1050,Micro-2,0.1990497423573137,1.7005745197592223e-57,2142,6M,HZ6MP102,TH,Micro
1051,Micro-4,0.1875503171879285,0.0073978701434157,161,6M,HZ6MP102,TH,Micro
1052,ExN-DEGLU-1,0.1194221045371903,9.103435239020953e-50,5790,6M,HZ6MP102,TH,ExN
1053,Astro-2,0.7780247937967246,9.644714463779447e-15,187,6M,HZ6MP202,BF,Astro
1054,Astro-5,0.6598821430308252,6.950736542123119e-168,1500,6M,HZ6MP202,BF,Astro
1055,Olig-3,0.6364728003182468,2.3515456613547365e-11,321,6M,HZ6MP202,BF,Olig
1056,Micro-2,0.5861276780566146,1.2794824059863996e-79,526,6M,HZ6MP202,BF,Micro
1057,Peri,0.57927949154671,4.7325710286348735e-80,1414,6M,HZ6MP202,BF,Peri
1058,Olig-5,0.5737959885728068,3.596998590552064e-119,1647,6M,HZ6MP202,BF,Olig
1059,Astro-6,0.5322334876938117,1.0676711643719463e-25,518,6M,HZ6MP202,BF,Astro
1060,OPC-2,0.483766301226359,4.691532265668933e-18,684,6M,HZ6MP202,BF,OPC
1061,Olig-1,0.46263619699031,0.0056394210697857,139,6M,HZ6MP202,BF,Olig
1062,Endo,0.4291753713974042,6.238342382981922e-05,316,6M,HZ6MP202,BF,Endo
1063,InN-Calb2,0.4226447001843382,0.0,6817,6M,HZ6MP202,BF,InN
1064,Olig-6,0.4153500885331402,0.0011661466125407,147,6M,HZ6MP202,BF,Olig
1065,Astro-1,0.3318642639514134,0.0002085529826987,294,6M,HZ6MP202,BF,Astro
1066,InN-Sncg,0.3268553850357398,6.487913687591237e-06,400,6M,HZ6MP202,BF,InN
1067,Micro-3,0.3247674935806202,0.0027967082419351,142,6M,HZ6MP202,BF,Micro
1068,InN-Erbb4,0.3175281480082644,0.0002335687318313,257,6M,HZ6MP202,BF,InN
1069,Micro-4,0.2626147250041989,0.0069006291006063,76,6M,HZ6MP202,BF,Micro
1070,InN-Olf,0.2591697745402659,1.619253569995862e-05,471,6M,HZ6MP202,BF,InN
1071,SMC,0.2508881028751227,5.311124513494365e-07,460,6M,HZ6MP202,BF,SMC
1072,ExN-DEGLU-2,0.167910540407243,3.48137663826517e-05,806,6M,HZ6MP202,BF,ExN
1073,Olig-2,0.1442772091846677,0.0002691248216628,965,6M,HZ6MP202,BF,Olig
1074,InN-Pvalb,0.0766077210570464,0.020389330275058,565,6M,HZ6MP202,BF,InN
1075,Micro-3,0.642225320611179,0.0031908369023086,27,6M,HZ6MP202,ECT,Micro
1076,Astro-1,0.4271897187636876,1.1946181331807128e-06,149,6M,HZ6MP202,ECT,Astro
1077,ExN-L6-CT,0.4040321279368941,0.0027368561841765,118,6M,HZ6MP202,ECT,ExN
1078,ExN-L5-IT,0.3975625646164049,0.0021613075571098,109,6M,HZ6MP202,ECT,ExN
1079,Astro-5,0.3025662003039385,0.0001699998367598,183,6M,HZ6MP202,ECT,Astro
1080,Endo,0.2597147736628356,0.0107424976895798,136,6M,HZ6MP202,ECT,Endo
1081,Astro-4,0.2557100197465378,0.0460202849894435,73,6M,HZ6MP202,ECT,Astro
1082,ExN-L2/3-IT,0.250833857046458,0.0003689613348457,228,6M,HZ6MP202,ECT,ExN
1083,SMC,0.2496719296124012,0.0110424736747886,119,6M,HZ6MP202,ECT,SMC
1084,Peri,0.2162977047760133,0.0106824058349869,174,6M,HZ6MP202,ECT,Peri
1085,ExN-L6b,0.166901186066166,0.0040908492976139,322,6M,HZ6MP202,ECT,ExN
1086,ExN-Olf,0.1317953561671683,0.0004343181583684,477,6M,HZ6MP202,ECT,ExN
1087,Astro-2,1.8778968202463908,0.0050919110808841,28,6M,HZ6MP202,HPF,Astro
1088,ExN-L6-IT,1.37484594028228,0.0081140738020253,15,6M,HZ6MP202,HPF,ExN
1089,Astro-3,0.9471521874186164,6.436925769133619e-05,59,6M,HZ6MP202,HPF,Astro
1090,MSN,0.6782391701757021,0.0144458638050177,82,6M,HZ6MP202,HPF,MSN
1091,InN-Pvalb,0.4027409835516079,0.0152149574782203,57,6M,HZ6MP202,HPF,InN
1092,InN-Sncg,0.3697246900725922,0.0071599210377371,105,6M,HZ6MP202,HPF,InN
1093,Micro-3,0.2542906985565202,0.0239910671590109,114,6M,HZ6MP202,HPF,Micro
1094,Micro-4,0.2159076725540396,0.0092273779316475,111,6M,HZ6MP202,HPF,Micro
1095,Olig-5,0.1906301515342909,0.0004087884746016,506,6M,HZ6MP202,HPF,Olig
1096,ExN-CA2,0.1690035148184611,1.0755105162910864e-06,785,6M,HZ6MP202,HPF,ExN
1097,SMC,0.1473642491966305,0.0044232747170944,392,6M,HZ6MP202,HPF,SMC
1098,Astro-1,0.0950634149161997,0.0006307487765284,1152,6M,HZ6MP202,HPF,Astro
1099,ExN-CA3,0.0949992052533006,2.460202552888726e-05,1072,6M,HZ6MP202,HPF,ExN
1100,Peri,0.0868406845157844,0.0450049855355133,752,6M,HZ6MP202,HPF,Peri
1101,Micro-2,0.0714369285876634,0.0257370204650636,541,6M,HZ6MP202,HPF,Micro
1102,ExN-CA1,0.0606142740644599,1.143423285041646e-10,3600,6M,HZ6MP202,HPF,ExN
1103,Astro-5,0.0576592739693557,0.0087299678332229,1606,6M,HZ6MP202,HPF,Astro
1104,ExN-DG,0.036032208177657,0.0018653931467649,2749,6M,HZ6MP202,HPF,ExN
1105,Astro-3,0.705873015342854,0.0422203941075327,15,6M,HZ6MP202,RS,Astro
1106,Olig-1,0.5428500099918612,0.0008035434497468,72,6M,HZ6MP202,RS,Olig
1107,SMC,0.5229172128034739,9.05083966251456e-27,402,6M,HZ6MP202,RS,SMC
1108,Astro-1,0.3458832964815631,9.26346867123023e-05,220,6M,HZ6MP202,RS,Astro
1109,Micro-3,0.3005780766873668,0.0428336149250033,50,6M,HZ6MP202,RS,Micro
1110,Astro-4,0.2952937149731278,0.0036806459667155,192,6M,HZ6MP202,RS,Astro
1111,Olig-5,0.2531921168538377,8.644109238825988e-06,363,6M,HZ6MP202,RS,Olig
1112,Micro-2,0.1953524474714397,4.420452159052872e-12,563,6M,HZ6MP202,RS,Micro
